<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.16	17:00:00	1.24400	1.24453	1.24307	1.24400	3098	0	10
2018.02.16	18:00:00	1.24400	1.24420	1.24095	1.24104	3114	0	10
2018.02.16	19:00:00	1.24108	1.24187	1.23922	1.24153	3419	0	8
2018.02.16	20:00:00	1.24154	1.24156	1.24033	1.24046	2226	0	8
2018.02.16	21:00:00	1.24045	1.24112	1.24033	1.24047	1371	0	16
2018.02.18	21:00:00	1.23986	1.24012	1.23982	1.23996	24	0	42
2018.02.18	22:00:00	1.23996	1.24155	1.23995	1.24139	821	0	19
2018.02.18	23:00:00	1.24141	1.24191	1.24098	1.24112	1357	0	10
2018.02.19	00:00:00	1.24112	1.24283	1.24104	1.24223	2323	0	8
2018.02.19	01:00:00	1.24222	1.24345	1.24217	1.24337	1941	0	8
2018.02.19	02:00:00	1.24337	1.24337	1.24236	1.24239	1445	0	8
2018.02.19	03:00:00	1.24239	1.24263	1.24184	1.24204	1431	0	8
2018.02.19	04:00:00	1.24205	1.24233	1.24111	1.24153	1748	0	8
2018.02.19	05:00:00	1.24152	1.24184	1.24039	1.24092	1915	0	8
2018.02.19	06:00:00	1.24091	1.24172	1.24041	1.24160	2614	0	8
2018.02.19	07:00:00	1.24161	1.24203	1.23872	1.24119	3909	0	10
2018.02.19	08:00:00	1.24118	1.24192	1.23937	1.23971	3267	0	10
2018.02.19	09:00:00	1.23970	1.24161	1.23967	1.24102	2773	0	10
2018.02.19	10:00:00	1.24102	1.24252	1.24086	1.24246	2509	0	10
2018.02.19	11:00:00	1.24245	1.24264	1.24104	1.24233	2352	0	10
2018.02.19	12:00:00	1.24233	1.24256	1.24008	1.24064	2385	0	10
2018.02.19	13:00:00	1.24063	1.24102	1.23698	1.23724	3579	0	10
2018.02.19	14:00:00	1.23722	1.23800	1.23686	1.23741	2792	0	10
2018.02.19	15:00:00	1.23741	1.23979	1.23734	1.23967	3112	0	10
2018.02.19	16:00:00	1.23966	1.24082	1.23908	1.24072	2455	0	10
2018.02.19	17:00:00	1.24071	1.24149	1.24013	1.24124	1547	0	10
2018.02.19	18:00:00	1.24123	1.24129	1.24045	1.24078	2078	0	11
2018.02.19	19:00:00	1.24080	1.24112	1.24059	1.24072	1332	0	9
2018.02.19	20:00:00	1.24072	1.24081	1.24038	1.24055	1123	0	9
2018.02.19	21:00:00	1.24055	1.24067	1.24042	1.24059	1194	0	18
2018.02.19	22:00:00	1.24061	1.24093	1.24027	1.24054	1073	0	18
2018.02.19	23:00:00	1.24054	1.24113	1.23932	1.23997	1365	0	10
2018.02.20	00:00:00	1.23995	1.24099	1.23954	1.24057	1881	0	8
2018.02.20	01:00:00	1.24058	1.24059	1.23844	1.23938	2773	0	8
2018.02.20	02:00:00	1.23938	1.23972	1.23820	1.23849	1779	0	8
2018.02.20	03:00:00	1.23849	1.23876	1.23788	1.23853	1347	0	8
2018.02.20	04:00:00	1.23853	1.23928	1.23818	1.23870	1831	0	8
2018.02.20	05:00:00	1.23871	1.23959	1.23796	1.23848	1705	0	8
2018.02.20	06:00:00	1.23847	1.23859	1.23737	1.23774	2439	0	8
2018.02.20	07:00:00	1.23773	1.23910	1.23560	1.23597	4232	0	10
2018.02.20	08:00:00	1.23598	1.23723	1.23451	1.23585	4147	0	10
2018.02.20	09:00:00	1.23583	1.23634	1.23424	1.23430	3809	0	10
2018.02.20	10:00:00	1.23431	1.23500	1.23338	1.23394	3630	0	10
2018.02.20	11:00:00	1.23393	1.23520	1.23326	1.23475	3039	0	10
2018.02.20	12:00:00	1.23478	1.23550	1.23375	1.23455	3099	0	10
2018.02.20	13:00:00	1.23455	1.23464	1.23194	1.23251	4110	0	10
2018.02.20	14:00:00	1.23249	1.23611	1.23221	1.23452	4229	0	10
2018.02.20	15:00:00	1.23453	1.23537	1.23378	1.23400	3770	0	10
2018.02.20	16:00:00	1.23400	1.23499	1.23252	1.23480	3814	0	10
2018.02.20	17:00:00	1.23478	1.23570	1.23402	1.23437	3178	0	10
2018.02.20	18:00:00	1.23437	1.23453	1.23296	1.23396	2671	0	10
2018.02.20	19:00:00	1.23397	1.23432	1.23327	1.23345	2380	0	8
2018.02.20	20:00:00	1.23343	1.23396	1.23318	1.23350	2056	0	8
2018.02.20	21:00:00	1.23351	1.23370	1.23342	1.23360	1041	0	7
2018.02.20	22:00:00	1.23359	1.23396	1.23333	1.23333	1203	0	19
2018.02.20	23:00:00	1.23334	1.23361	1.23280	1.23350	1034	0	9
2018.02.21	00:00:00	1.23349	1.23443	1.23307	1.23347	2159	0	8
2018.02.21	01:00:00	1.23346	1.23397	1.23282	1.23368	2133	0	8
2018.02.21	02:00:00	1.23367	1.23437	1.23331	1.23336	2061	0	7
2018.02.21	03:00:00	1.23336	1.23362	1.23234	1.23299	1773	0	8
2018.02.21	04:00:00	1.23299	1.23337	1.23168	1.23213	2027	0	8
2018.02.21	05:00:00	1.23214	1.23261	1.23165	1.23224	1953	0	8
2018.02.21	06:00:00	1.23222	1.23356	1.23214	1.23355	1983	0	8
2018.02.21	07:00:00	1.23354	1.23391	1.23098	1.23152	3274	0	10
2018.02.21	08:00:00	1.23145	1.23248	1.23070	1.23163	3594	0	10
2018.02.21	09:00:00	1.23162	1.23350	1.23085	1.23331	3340	0	10
2018.02.21	10:00:00	1.23329	1.23329	1.23142	1.23261	2914	0	10
2018.02.21	11:00:00	1.23262	1.23284	1.23137	1.23153	2890	0	10
2018.02.21	12:00:00	1.23152	1.23223	1.22997	1.23043	3961	0	10
2018.02.21	13:00:00	1.23044	1.23197	1.22994	1.23197	4061	0	10
2018.02.21	14:00:00	1.23198	1.23349	1.23175	1.23228	4754	0	10
2018.02.21	15:00:00	1.23229	1.23344	1.23141	1.23189	4357	0	10
2018.02.21	16:00:00	1.23189	1.23238	1.23032	1.23139	3803	0	10
2018.02.21	17:00:00	1.23138	1.23268	1.23105	1.23265	2495	0	10
2018.02.21	18:00:00	1.23264	1.23272	1.23170	1.23229	2221	0	10
2018.02.21	19:00:00	1.23228	1.23591	1.22986	1.23016	6479	0	8
2018.02.21	20:00:00	1.23015	1.23015	1.22806	1.22892	4282	0	8
2018.02.21	21:00:00	1.22890	1.22980	1.22814	1.22818	1820	0	8
2018.02.21	22:00:00	1.22815	1.22848	1.22722	1.22746	1286	0	16
2018.02.21	23:00:00	1.22751	1.22837	1.22751	1.22800	1178	0	9
2018.02.22	00:00:00	1.22801	1.22804	1.22646	1.22721	2236	0	8
2018.02.22	01:00:00	1.22720	1.22842	1.22676	1.22785	2835	0	8
2018.02.22	02:00:00	1.22783	1.22831	1.22765	1.22792	1970	0	8
2018.02.22	03:00:00	1.22791	1.22799	1.22722	1.22766	1398	0	8
2018.02.22	04:00:00	1.22766	1.22784	1.22720	1.22725	1337	0	8
2018.02.22	05:00:00	1.22724	1.22800	1.22711	1.22741	1529	0	8
2018.02.22	06:00:00	1.22742	1.22796	1.22594	1.22650	2261	0	8
2018.02.22	07:00:00	1.22651	1.22784	1.22592	1.22726	3254	0	9
2018.02.22	08:00:00	1.22724	1.22874	1.22645	1.22833	3797	0	10
2018.02.22	09:00:00	1.22836	1.22949	1.22748	1.22931	3714	0	10
2018.02.22	10:00:00	1.22932	1.22977	1.22859	1.22896	2728	0	10
2018.02.22	11:00:00	1.22895	1.22936	1.22798	1.22857	2489	0	10
2018.02.22	12:00:00	1.22854	1.23068	1.22685	1.22689	4196	0	10
2018.02.22	13:00:00	1.22690	1.23141	1.22640	1.23124	4625	0	10
2018.02.22	14:00:00	1.23128	1.23362	1.23049	1.23269	4539	0	10
2018.02.22	15:00:00	1.23268	1.23514	1.23157	1.23213	4145	0	10
2018.02.22	16:00:00	1.23212	1.23311	1.23136	1.23249	3834	0	10
2018.02.22	17:00:00	1.23248	1.23436	1.23240	1.23358	2852	0	9
2018.02.22	18:00:00	1.23359	1.23386	1.23193	1.23243	2643	0	10
2018.02.22	19:00:00	1.23245	1.23356	1.23226	1.23306	2193	0	8
2018.02.22	20:00:00	1.23308	1.23338	1.23190	1.23245	2147	0	8
2018.02.22	21:00:00	1.23245	1.23307	1.23221	1.23282	1344	0	7
2018.02.22	22:00:00	1.23283	1.23300	1.23232	1.23286	1638	0	18
2018.02.22	23:00:00	1.23289	1.23360	1.23245	1.23252	1353	0	8
2018.02.23	00:00:00	1.23251	1.23311	1.23212	1.23265	1650	0	7
2018.02.23	01:00:00	1.23266	1.23287	1.23160	1.23245	1973	0	8
2018.02.23	02:00:00	1.23246	1.23257	1.23110	1.23134	1728	0	8
2018.02.23	03:00:00	1.23134	1.23153	1.23013	1.23065	1925	0	8
2018.02.23	04:00:00	1.23067	1.23094	1.22948	1.23010	1597	0	8
2018.02.23	05:00:00	1.23010	1.23050	1.22957	1.23019	1684	0	8
2018.02.23	06:00:00	1.23020	1.23074	1.22872	1.22934	2062	0	8
2018.02.23	07:00:00	1.22933	1.22964	1.22793	1.22945	3019	0	10
2018.02.23	08:00:00	1.22944	1.23202	1.22881	1.23168	3659	0	10
2018.02.23	09:00:00	1.23168	1.23197	1.23046	1.23072	3091	0	10
2018.02.23	10:00:00	1.23069	1.23170	1.22991	1.23003	3126	0	10
2018.02.23	11:00:00	1.23005	1.23071	1.22870	1.23057	3048	0	10
2018.02.23	12:00:00	1.23058	1.23122	1.22963	1.22973	2830	0	10
2018.02.23	13:00:00	1.22972	1.23051	1.22890	1.22973	3067	0	10
2018.02.23	14:00:00	1.22973	1.23060	1.22867	1.23034	3262	0	8
2018.02.23	15:00:00	1.23035	1.23176	1.22898	1.22988	4640	0	7
2018.02.23	16:00:00	1.22989	1.23035	1.22845	1.22976	4058	0	7
2018.02.23	17:00:00	1.22973	1.23074	1.22963	1.23055	3075	0	7
2018.02.23	18:00:00	1.23054	1.23057	1.22895	1.22938	2612	0	8
2018.02.23	19:00:00	1.22938	1.22969	1.22884	1.22955	2390	0	6
2018.02.23	20:00:00	1.22957	1.23048	1.22926	1.22935	2629	0	6
2018.02.23	21:00:00	1.22934	1.22975	1.22878	1.22940	2247	0	9
2018.02.25	21:00:00	1.22876	1.22986	1.22871	1.22924	201	0	23
2018.02.25	22:00:00	1.22922	1.22928	1.22842	1.22865	1108	0	16
2018.02.25	23:00:00	1.22863	1.22940	1.22800	1.22878	2060	0	10
2018.02.26	00:00:00	1.22879	1.22926	1.22797	1.22893	2470	0	7
2018.02.26	01:00:00	1.22894	1.23043	1.22875	1.22972	2914	0	6
2018.02.26	02:00:00	1.22973	1.23183	1.22973	1.23148	2742	0	6
2018.02.26	03:00:00	1.23149	1.23169	1.23089	1.23097	1910	0	6
2018.02.26	04:00:00	1.23098	1.23140	1.23068	1.23118	1598	0	6
2018.02.26	05:00:00	1.23117	1.23275	1.23097	1.23275	2428	0	5
2018.02.26	06:00:00	1.23274	1.23339	1.23236	1.23297	2713	0	6
2018.02.26	07:00:00	1.23298	1.23339	1.23147	1.23194	3992	0	8
2018.02.26	08:00:00	1.23195	1.23339	1.23152	1.23193	4147	0	8
2018.02.26	09:00:00	1.23189	1.23492	1.23181	1.23424	3745	0	8
2018.02.26	10:00:00	1.23424	1.23540	1.23367	1.23452	3532	0	7
2018.02.26	11:00:00	1.23452	1.23478	1.23320	1.23355	3076	0	7
2018.02.26	12:00:00	1.23353	1.23365	1.23203	1.23203	3493	0	8
2018.02.26	13:00:00	1.23200	1.23263	1.23040	1.23040	4087	0	7
2018.02.26	14:00:00	1.23040	1.23140	1.22974	1.23030	4559	0	7
2018.02.26	15:00:00	1.23035	1.23063	1.22770	1.22889	4942	0	8
2018.02.26	16:00:00	1.22891	1.23167	1.22859	1.22947	4188	0	7
2018.02.26	17:00:00	1.22946	1.23080	1.22897	1.23073	2998	0	7
2018.02.26	18:00:00	1.23072	1.23113	1.23016	1.23095	2309	0	7
2018.02.26	19:00:00	1.23096	1.23134	1.23059	1.23111	2220	0	6
2018.02.26	20:00:00	1.23111	1.23148	1.23070	1.23122	2233	0	6
2018.02.26	21:00:00	1.23118	1.23193	1.23110	1.23161	1512	0	7
2018.02.26	22:00:00	1.23161	1.23169	1.23117	1.23119	1823	0	16
2018.02.26	23:00:00	1.23116	1.23156	1.23077	1.23146	1713	0	9
2018.02.27	00:00:00	1.23146	1.23361	1.23141	1.23311	2710	0	6
2018.02.27	01:00:00	1.23311	1.23363	1.23269	1.23355	2488	0	6
2018.02.27	02:00:00	1.23354	1.23419	1.23335	1.23355	2094	0	6
2018.02.27	03:00:00	1.23354	1.23367	1.23210	1.23237	2363	0	5
2018.02.27	04:00:00	1.23238	1.23273	1.23208	1.23238	1751	0	6
2018.02.27	05:00:00	1.23237	1.23296	1.23231	1.23256	1599	0	6
2018.02.27	06:00:00	1.23256	1.23329	1.23194	1.23264	2373	0	6
2018.02.27	07:00:00	1.23264	1.23443	1.23212	1.23397	3732	0	8
2018.02.27	08:00:00	1.23400	1.23456	1.23259	1.23324	4196	0	7
2018.02.27	09:00:00	1.23325	1.23380	1.23264	1.23306	3431	0	7
2018.02.27	10:00:00	1.23307	1.23371	1.23213	1.23273	3674	0	8
2018.02.27	11:00:00	1.23272	1.23302	1.23124	1.23165	3167	0	7
2018.02.27	12:00:00	1.23167	1.23201	1.23145	1.23166	2984	0	7
2018.02.27	13:00:00	1.23167	1.23175	1.22853	1.22870	5443	0	7
2018.02.27	14:00:00	1.22871	1.22979	1.22707	1.22728	5365	0	8
2018.02.27	15:00:00	1.22729	1.22780	1.22209	1.22386	6139	0	7
2018.02.27	16:00:00	1.22385	1.22461	1.22302	1.22389	5283	0	8
2018.02.27	17:00:00	1.22389	1.22503	1.22250	1.22475	4218	0	7
2018.02.27	18:00:00	1.22473	1.22541	1.22409	1.22421	3078	0	7
2018.02.27	19:00:00	1.22421	1.22444	1.22332	1.22353	3002	0	6
2018.02.27	20:00:00	1.22353	1.22395	1.22281	1.22281	2843	0	6
2018.02.27	21:00:00	1.22283	1.22326	1.22247	1.22319	2019	0	7
2018.02.27	22:00:00	1.22315	1.22347	1.22289	1.22346	1307	0	16
2018.02.27	23:00:00	1.22345	1.22375	1.22252	1.22252	1677	0	10
2018.02.28	00:00:00	1.22253	1.22366	1.22207	1.22310	2426	0	6
2018.02.28	01:00:00	1.22311	1.22371	1.22265	1.22292	3002	0	6
2018.02.28	02:00:00	1.22292	1.22331	1.22148	1.22159	2583	0	6
2018.02.28	03:00:00	1.22160	1.22285	1.22150	1.22232	2604	0	6
2018.02.28	04:00:00	1.22233	1.22258	1.22201	1.22237	1614	0	6
2018.02.28	05:00:00	1.22238	1.22276	1.22211	1.22266	1889	0	6
2018.02.28	06:00:00	1.22266	1.22379	1.22176	1.22354	2858	0	6
2018.02.28	07:00:00	1.22354	1.22407	1.22220	1.22232	3683	0	8
2018.02.28	08:00:00	1.22230	1.22237	1.21991	1.22102	4514	0	8
2018.02.28	09:00:00	1.22101	1.22224	1.21983	1.22198	4317	0	7
2018.02.28	10:00:00	1.22198	1.22294	1.22096	1.22199	3940	0	7
2018.02.28	11:00:00	1.22200	1.22249	1.22135	1.22174	3699	0	8
2018.02.28	12:00:00	1.22175	1.22252	1.22103	1.22182	3883	0	8
2018.02.28	13:00:00	1.22181	1.22219	1.22019	1.22175	4408	0	7
2018.02.28	14:00:00	1.22177	1.22274	1.22061	1.22076	4736	0	7
2018.02.28	15:00:00	1.22077	1.22142	1.21870	1.21953	5295	0	7
2018.02.28	16:00:00	1.21953	1.22205	1.21929	1.22101	4695	0	7
2018.02.28	17:00:00	1.22103	1.22215	1.22044	1.22082	3588	0	7
2018.02.28	18:00:00	1.22082	1.22104	1.22000	1.22097	2871	0	7
2018.02.28	19:00:00	1.22098	1.22139	1.21997	1.22026	2564	0	6
2018.02.28	20:00:00	1.22028	1.22035	1.21945	1.21993	3100	0	5
2018.02.28	21:00:00	1.21994	1.22012	1.21916	1.21924	1895	0	6
2018.02.28	22:00:00	1.21923	1.21990	1.21892	1.21923	2013	0	16
2018.02.28	23:00:00	1.21920	1.21955	1.21895	1.21912	1411	0	8
2018.03.01	00:00:00	1.21911	1.21934	1.21829	1.21887	2480	0	7
2018.03.01	01:00:00	1.21888	1.21921	1.21836	1.21911	2514	0	6
2018.03.01	02:00:00	1.21912	1.21938	1.21857	1.21894	2071	0	6
2018.03.01	03:00:00	1.21893	1.21977	1.21885	1.21954	1602	0	5
2018.03.01	04:00:00	1.21954	1.21958	1.21894	1.21930	1578	0	6
2018.03.01	05:00:00	1.21930	1.21966	1.21899	1.21921	1701	0	6
2018.03.01	06:00:00	1.21920	1.22057	1.21872	1.22052	2499	0	6
2018.03.01	07:00:00	1.22051	1.22123	1.21993	1.21999	3881	0	7
2018.03.01	08:00:00	1.21998	1.22052	1.21905	1.21967	3981	0	7
2018.03.01	09:00:00	1.21966	1.21969	1.21795	1.21808	3919	0	7
2018.03.01	10:00:00	1.21809	1.21953	1.21794	1.21875	3598	0	8
2018.03.01	11:00:00	1.21874	1.21898	1.21797	1.21842	3092	0	7
2018.03.01	12:00:00	1.21842	1.21881	1.21642	1.21682	3789	0	7
2018.03.01	13:00:00	1.21685	1.21873	1.21622	1.21868	4101	0	7
2018.03.01	14:00:00	1.21868	1.21909	1.21643	1.21722	4755	0	7
2018.03.01	15:00:00	1.21719	1.22049	1.21543	1.21758	6197	0	8
2018.03.01	16:00:00	1.21758	1.22213	1.21711	1.22148	5234	0	7
2018.03.01	17:00:00	1.22149	1.22195	1.22046	1.22114	4357	0	7
2018.03.01	18:00:00	1.22115	1.22164	1.21860	1.21965	4551	0	7
2018.03.01	19:00:00	1.21965	1.22576	1.21956	1.22543	5387	0	7
2018.03.01	20:00:00	1.22539	1.22725	1.22521	1.22615	4832	0	7
2018.03.01	21:00:00	1.22619	1.22691	1.22591	1.22661	2268	0	8
2018.03.01	22:00:00	1.22658	1.22740	1.22613	1.22737	1549	0	13
2018.03.01	23:00:00	1.22734	1.22734	1.22650	1.22705	1774	0	9
2018.03.02	00:00:00	1.22705	1.22746	1.22614	1.22732	2508	0	7
2018.03.02	01:00:00	1.22729	1.22798	1.22665	1.22738	2807	0	7
2018.03.02	02:00:00	1.22739	1.22762	1.22693	1.22725	2456	0	6
2018.03.02	03:00:00	1.22725	1.22809	1.22718	1.22797	1987	0	6
2018.03.02	04:00:00	1.22798	1.22871	1.22776	1.22777	2097	0	6
2018.03.02	05:00:00	1.22776	1.22849	1.22739	1.22785	2188	0	6
2018.03.02	06:00:00	1.22786	1.22788	1.22614	1.22623	3018	0	6
2018.03.02	07:00:00	1.22622	1.22663	1.22510	1.22629	3957	0	8
2018.03.02	08:00:00	1.22626	1.22780	1.22540	1.22737	4212	0	8
2018.03.02	09:00:00	1.22737	1.22813	1.22617	1.22752	3868	0	8
2018.03.02	10:00:00	1.22750	1.22975	1.22742	1.22899	4077	0	7
2018.03.02	11:00:00	1.22899	1.23218	1.22884	1.23036	4515	0	8
2018.03.02	12:00:00	1.23035	1.23221	1.23033	1.23076	4068	0	7
2018.03.02	13:00:00	1.23077	1.23196	1.22936	1.23084	4683	0	7
2018.03.02	14:00:00	1.23083	1.23149	1.22967	1.23132	4984	0	7
2018.03.02	15:00:00	1.23131	1.23320	1.23078	1.23090	5203	0	7
2018.03.02	16:00:00	1.23086	1.23229	1.23039	1.23142	4592	0	7
2018.03.02	17:00:00	1.23142	1.23196	1.23038	1.23116	3865	0	8
2018.03.02	18:00:00	1.23117	1.23231	1.23116	1.23209	3335	0	8
2018.03.02	19:00:00	1.23210	1.23305	1.23197	1.23301	3055	0	6
2018.03.02	20:00:00	1.23304	1.23352	1.23232	1.23302	3134	0	6
2018.03.02	21:00:00	1.23296	1.23304	1.23160	1.23182	2438	0	8
2018.03.04	21:00:00	1.23539	1.23565	1.23285	1.23285	409	0	23
2018.03.04	22:00:00	1.23239	1.23628	1.23235	1.23448	2669	0	17
2018.03.04	23:00:00	1.23450	1.23461	1.22986	1.23175	3560	0	10
2018.03.05	00:00:00	1.23173	1.23372	1.23154	1.23321	2946	0	7
2018.03.05	01:00:00	1.23320	1.23364	1.23277	1.23294	2214	0	6
2018.03.05	02:00:00	1.23295	1.23301	1.23192	1.23213	2220	0	6
2018.03.05	03:00:00	1.23212	1.23277	1.23156	1.23263	2070	0	5
2018.03.05	04:00:00	1.23264	1.23270	1.23188	1.23212	1775	0	6
2018.03.05	05:00:00	1.23211	1.23255	1.23119	1.23186	2108	0	6
2018.03.05	06:00:00	1.23185	1.23205	1.22865	1.22903	3149	0	6
2018.03.05	07:00:00	1.22906	1.22965	1.22683	1.22842	4835	0	8
2018.03.05	08:00:00	1.22840	1.23324	1.22819	1.23239	4838	0	8
2018.03.05	09:00:00	1.23237	1.23338	1.23113	1.23215	3887	0	8
2018.03.05	10:00:00	1.23214	1.23310	1.23063	1.23132	3821	0	7
2018.03.05	11:00:00	1.23132	1.23152	1.22942	1.23007	3762	0	7
2018.03.05	12:00:00	1.23008	1.23055	1.22837	1.22970	3709	0	8
2018.03.05	13:00:00	1.22969	1.23119	1.22924	1.23077	3837	0	6
2018.03.05	14:00:00	1.23077	1.23231	1.23015	1.23231	4431	0	7
2018.03.05	15:00:00	1.23229	1.23288	1.23095	1.23268	4756	0	7
2018.03.05	16:00:00	1.23267	1.23483	1.23198	1.23284	4680	0	7
2018.03.05	17:00:00	1.23284	1.23396	1.23221	1.23338	3816	0	7
2018.03.05	18:00:00	1.23337	1.23349	1.23212	1.23246	3045	0	7
2018.03.05	19:00:00	1.23245	1.23336	1.23219	1.23245	2703	0	5
2018.03.05	20:00:00	1.23248	1.23376	1.23222	1.23373	2590	0	5
2018.03.05	21:00:00	1.23370	1.23370	1.23320	1.23346	1621	0	6
2018.03.05	22:00:00	1.23346	1.23368	1.23309	1.23332	1341	0	17
2018.03.05	23:00:00	1.23334	1.23386	1.23330	1.23358	1629	0	10
2018.03.06	00:00:00	1.23359	1.23553	1.23342	1.23495	2552	0	7
2018.03.06	01:00:00	1.23494	1.23622	1.23482	1.23555	3132	0	7
2018.03.06	02:00:00	1.23555	1.23592	1.23472	1.23501	2168	0	6
2018.03.06	03:00:00	1.23502	1.23544	1.23459	1.23491	1944	0	6
2018.03.06	04:00:00	1.23491	1.23508	1.23460	1.23466	1782	0	5
2018.03.06	05:00:00	1.23467	1.23515	1.23425	1.23486	2153	0	6
2018.03.06	06:00:00	1.23485	1.23548	1.23338	1.23386	2800	0	6
2018.03.06	07:00:00	1.23383	1.23480	1.23276	1.23326	3814	0	8
2018.03.06	08:00:00	1.23326	1.23452	1.23294	1.23381	3927	0	8
2018.03.06	09:00:00	1.23383	1.23447	1.23311	1.23435	3678	0	7
2018.03.06	10:00:00	1.23434	1.23512	1.23341	1.23458	3332	0	7
2018.03.06	11:00:00	1.23458	1.23993	1.23427	1.23966	4920	0	8
2018.03.06	12:00:00	1.23967	1.24136	1.23896	1.24079	4451	0	7
2018.03.06	13:00:00	1.24082	1.24113	1.23950	1.24064	4140	0	8
2018.03.06	14:00:00	1.24065	1.24097	1.23857	1.23951	4774	0	7
2018.03.06	15:00:00	1.23950	1.24076	1.23936	1.23969	4912	0	8
2018.03.06	16:00:00	1.23973	1.24193	1.23968	1.24151	4600	0	7
2018.03.06	17:00:00	1.24151	1.24165	1.23883	1.23929	3677	0	7
2018.03.06	18:00:00	1.23928	1.24085	1.23916	1.24055	3406	0	8
2018.03.06	19:00:00	1.24054	1.24110	1.23998	1.24052	2556	0	6
2018.03.06	20:00:00	1.24051	1.24068	1.23990	1.24017	2561	0	6
2018.03.06	21:00:00	1.24017	1.24080	1.24001	1.24029	1669	0	7
2018.03.06	22:00:00	1.24031	1.24219	1.24029	1.24202	2583	0	16
2018.03.06	23:00:00	1.24200	1.24277	1.24118	1.24152	3306	0	8
2018.03.07	00:00:00	1.24152	1.24258	1.24125	1.24169	3549	0	7
2018.03.07	01:00:00	1.24170	1.24201	1.24095	1.24133	3277	0	6
2018.03.07	02:00:00	1.24132	1.24178	1.24100	1.24160	2692	0	6
2018.03.07	03:00:00	1.24162	1.24209	1.24104	1.24186	2624	0	7
2018.03.07	04:00:00	1.24185	1.24209	1.24143	1.24147	1878	0	6
2018.03.07	05:00:00	1.24148	1.24222	1.24146	1.24182	2223	0	6
2018.03.07	06:00:00	1.24181	1.24328	1.24174	1.24254	3343	0	5
2018.03.07	07:00:00	1.24252	1.24270	1.24067	1.24084	4135	0	8
2018.03.07	08:00:00	1.24084	1.24173	1.24035	1.24095	4157	0	7
2018.03.07	09:00:00	1.24094	1.24268	1.24050	1.24228	3838	0	7
2018.03.07	10:00:00	1.24229	1.24441	1.24207	1.24341	3946	0	7
2018.03.07	11:00:00	1.24342	1.24361	1.24070	1.24070	3513	0	8
2018.03.07	12:00:00	1.24070	1.24177	1.23973	1.24169	3816	0	7
2018.03.07	13:00:00	1.24169	1.24238	1.24021	1.24141	4662	0	7
2018.03.07	14:00:00	1.24143	1.24216	1.24055	1.24092	4522	0	7
2018.03.07	15:00:00	1.24093	1.24157	1.23874	1.24028	5246	0	8
2018.03.07	16:00:00	1.24024	1.24041	1.23844	1.23960	4466	0	8
2018.03.07	17:00:00	1.23960	1.24058	1.23901	1.23996	3923	0	7
2018.03.07	18:00:00	1.23999	1.24133	1.23962	1.24078	3162	0	7
2018.03.07	19:00:00	1.24079	1.24119	1.24015	1.24042	2898	0	5
2018.03.07	20:00:00	1.24041	1.24128	1.24015	1.24121	2901	0	5
2018.03.07	21:00:00	1.24119	1.24149	1.24093	1.24100	2049	0	6
2018.03.07	22:00:00	1.24100	1.24114	1.24075	1.24093	1409	0	17
2018.03.07	23:00:00	1.24096	1.24143	1.24083	1.24117	1643	0	13
2018.03.08	00:00:00	1.24118	1.24147	1.24062	1.24071	2444	0	7
2018.03.08	01:00:00	1.24073	1.24088	1.23960	1.24000	2524	0	7
2018.03.08	02:00:00	1.24001	1.24054	1.23986	1.24012	2232	0	7
2018.03.08	03:00:00	1.24013	1.24068	1.23953	1.24064	2132	0	7
2018.03.08	04:00:00	1.24065	1.24084	1.24032	1.24057	1802	0	6
2018.03.08	05:00:00	1.24058	1.24094	1.24031	1.24038	2030	0	6
2018.03.08	06:00:00	1.24037	1.24089	1.23932	1.23961	2251	0	6
2018.03.08	07:00:00	1.23961	1.24124	1.23933	1.24111	3835	0	7
2018.03.08	08:00:00	1.24110	1.24140	1.23902	1.23923	4079	0	7
2018.03.08	09:00:00	1.23922	1.23937	1.23775	1.23824	3937	0	7
2018.03.08	10:00:00	1.23822	1.23893	1.23771	1.23783	3464	0	7
2018.03.08	11:00:00	1.23782	1.23784	1.23676	1.23777	3608	0	7
2018.03.08	12:00:00	1.23778	1.24304	1.23724	1.24095	4664	0	7
2018.03.08	13:00:00	1.24088	1.24454	1.23838	1.24024	6854	0	8
2018.03.08	14:00:00	1.24022	1.24041	1.23491	1.23502	5939	0	8
2018.03.08	15:00:00	1.23502	1.23551	1.23239	1.23271	5358	0	8
2018.03.08	16:00:00	1.23273	1.23361	1.23042	1.23131	4800	0	7
2018.03.08	17:00:00	1.23130	1.23216	1.23108	1.23184	3645	0	7
2018.03.08	18:00:00	1.23183	1.23192	1.23059	1.23135	3204	0	7
2018.03.08	19:00:00	1.23136	1.23184	1.22975	1.23048	3735	0	6
2018.03.08	20:00:00	1.23044	1.23130	1.23010	1.23122	3533	0	6
2018.03.08	21:00:00	1.23120	1.23135	1.23084	1.23102	2294	0	7
2018.03.08	22:00:00	1.23102	1.23179	1.23083	1.23124	1868	0	17
2018.03.08	23:00:00	1.23121	1.23141	1.23036	1.23064	2315	0	8
2018.03.09	00:00:00	1.23063	1.23154	1.23019	1.23091	2916	0	6
2018.03.09	01:00:00	1.23092	1.23094	1.22949	1.22982	3286	0	6
