<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.24	00:00:00	1.13854	1.13891	1.13822	1.13865	916	0	10
2019.01.24	01:00:00	1.13865	1.13907	1.13855	1.13860	1789	0	10
2019.01.24	02:00:00	1.13860	1.13863	1.13819	1.13857	1919	0	10
2019.01.24	03:00:00	1.13855	1.13895	1.13851	1.13874	1342	0	9
2019.01.24	04:00:00	1.13874	1.13897	1.13834	1.13856	1372	0	9
2019.01.24	05:00:00	1.13857	1.13857	1.13821	1.13851	1421	0	7
2019.01.24	06:00:00	1.13849	1.13876	1.13769	1.13799	1676	0	7
2019.01.24	07:00:00	1.13799	1.13812	1.13651	1.13694	1768	0	9
2019.01.24	08:00:00	1.13694	1.13748	1.13376	1.13639	3558	0	9
2019.01.24	09:00:00	1.13639	1.13642	1.13396	1.13462	2706	0	9
2019.01.24	10:00:00	1.13463	1.13518	1.13379	1.13431	2135	0	9
2019.01.24	11:00:00	1.13433	1.13452	1.13287	1.13452	2153	0	9
2019.01.24	12:00:00	1.13452	1.13580	1.13382	1.13395	2571	0	9
2019.01.24	13:00:00	1.13396	1.13476	1.13059	1.13349	5017	0	9
2019.01.24	14:00:00	1.13349	1.13794	1.13349	1.13772	4062	0	9
2019.01.24	15:00:00	1.13771	1.13800	1.13505	1.13533	2922	0	9
2019.01.24	16:00:00	1.13534	1.13543	1.13196	1.13200	2951	0	9
2019.01.24	17:00:00	1.13204	1.13232	1.12943	1.12988	3175	0	9
2019.01.24	18:00:00	1.12986	1.13033	1.12918	1.13033	2334	0	9
2019.01.24	19:00:00	1.13032	1.13057	1.12884	1.12985	2630	0	7
2019.01.24	20:00:00	1.12982	1.13103	1.12977	1.13074	2168	0	7
2019.01.24	21:00:00	1.13073	1.13132	1.13008	1.13051	1417	0	6
2019.01.24	22:00:00	1.13044	1.13048	1.12991	1.13010	1142	0	14
2019.01.24	23:00:00	1.13013	1.13118	1.13005	1.13118	697	0	9
2019.01.25	00:00:00	1.13121	1.13143	1.13046	1.13094	1198	0	10
2019.01.25	01:00:00	1.13092	1.13127	1.13047	1.13072	1856	0	9
2019.01.25	02:00:00	1.13072	1.13199	1.13066	1.13198	1743	0	9
2019.01.25	03:00:00	1.13197	1.13260	1.13176	1.13203	1932	0	9
2019.01.25	04:00:00	1.13204	1.13217	1.13165	1.13198	1382	0	9
2019.01.25	05:00:00	1.13198	1.13270	1.13187	1.13218	1530	0	7
2019.01.25	06:00:00	1.13217	1.13251	1.13143	1.13240	1983	0	7
2019.01.25	07:00:00	1.13240	1.13273	1.13179	1.13236	2385	0	9
2019.01.25	08:00:00	1.13235	1.13284	1.13152	1.13267	2619	0	9
2019.01.25	09:00:00	1.13268	1.13338	1.13202	1.13295	2426	0	9
2019.01.25	10:00:00	1.13295	1.13381	1.13262	1.13376	1815	0	9
2019.01.25	11:00:00	1.13376	1.13487	1.13336	1.13456	2214	0	9
2019.01.25	12:00:00	1.13457	1.13493	1.13407	1.13412	2165	0	9
2019.01.25	13:00:00	1.13412	1.13574	1.13390	1.13567	2632	0	9
2019.01.25	14:00:00	1.13566	1.13884	1.13559	1.13787	3191	0	9
2019.01.25	15:00:00	1.13786	1.14074	1.13778	1.13967	3425	0	9
2019.01.25	16:00:00	1.13967	1.14120	1.13951	1.14056	2626	0	9
2019.01.25	17:00:00	1.14056	1.14137	1.13990	1.14049	2464	0	9
2019.01.25	18:00:00	1.14049	1.14097	1.14016	1.14061	2136	0	9
2019.01.25	19:00:00	1.14061	1.14142	1.14027	1.14138	2486	0	6
2019.01.25	20:00:00	1.14138	1.14167	1.14096	1.14142	2141	0	7
2019.01.25	21:00:00	1.14142	1.14172	1.14031	1.14060	1640	0	6
2019.01.27	21:00:00	1.14021	1.14033	1.13993	1.13996	496	0	28
2019.01.27	22:00:00	1.13999	1.14096	1.13994	1.14085	886	0	13
2019.01.27	23:00:00	1.14089	1.14121	1.14089	1.14120	426	0	8
2019.01.28	00:00:00	1.14124	1.14180	1.14106	1.14112	908	0	8
2019.01.28	01:00:00	1.14111	1.14184	1.14110	1.14145	1554	0	7
2019.01.28	02:00:00	1.14145	1.14150	1.14086	1.14133	1280	0	7
2019.01.28	03:00:00	1.14134	1.14247	1.14103	1.14191	1425	0	8
2019.01.28	04:00:00	1.14191	1.14252	1.14183	1.14185	1226	0	7
2019.01.28	05:00:00	1.14186	1.14187	1.14107	1.14114	1211	0	5
2019.01.28	06:00:00	1.14113	1.14123	1.14014	1.14081	1559	0	4
2019.01.28	07:00:00	1.14079	1.14150	1.14044	1.14056	1762	0	9
2019.01.28	08:00:00	1.14056	1.14056	1.13895	1.14002	2153	0	9
2019.01.28	09:00:00	1.14003	1.14085	1.14000	1.14078	2009	0	9
2019.01.28	10:00:00	1.14076	1.14175	1.14061	1.14136	1792	0	9
2019.01.28	11:00:00	1.14136	1.14219	1.14063	1.14064	1976	0	9
2019.01.28	12:00:00	1.14063	1.14186	1.14059	1.14113	1833	0	9
2019.01.28	13:00:00	1.14113	1.14233	1.14113	1.14166	2151	0	9
2019.01.28	14:00:00	1.14166	1.14321	1.14044	1.14262	2853	0	9
2019.01.28	15:00:00	1.14262	1.14369	1.14247	1.14356	2608	0	9
2019.01.28	16:00:00	1.14357	1.14432	1.14298	1.14367	2315	0	9
2019.01.28	17:00:00	1.14366	1.14382	1.14310	1.14339	1768	0	9
2019.01.28	18:00:00	1.14338	1.14386	1.14337	1.14343	1595	0	9
2019.01.28	19:00:00	1.14345	1.14373	1.14256	1.14278	1727	0	5
2019.01.28	20:00:00	1.14275	1.14289	1.14254	1.14281	1618	0	3
2019.01.28	21:00:00	1.14280	1.14283	1.14254	1.14261	440	0	3
2019.01.28	22:00:00	1.14261	1.14285	1.14238	1.14274	774	0	9
2019.01.28	23:00:00	1.14275	1.14304	1.14261	1.14292	398	0	7
2019.01.29	00:00:00	1.14293	1.14335	1.14237	1.14262	906	0	8
2019.01.29	01:00:00	1.14263	1.14272	1.14202	1.14244	1318	0	7
2019.01.29	02:00:00	1.14244	1.14313	1.14242	1.14301	1302	0	7
2019.01.29	03:00:00	1.14299	1.14324	1.14285	1.14293	1096	0	7
2019.01.29	04:00:00	1.14292	1.14335	1.14291	1.14311	1130	0	7
2019.01.29	05:00:00	1.14312	1.14330	1.14280	1.14326	1315	0	5
2019.01.29	06:00:00	1.14325	1.14391	1.14323	1.14342	1459	0	5
2019.01.29	07:00:00	1.14340	1.14430	1.14305	1.14335	1951	0	9
2019.01.29	08:00:00	1.14340	1.14496	1.14334	1.14409	2334	0	9
2019.01.29	09:00:00	1.14409	1.14446	1.14351	1.14409	2088	0	9
2019.01.29	10:00:00	1.14408	1.14452	1.14363	1.14398	2046	0	9
2019.01.29	11:00:00	1.14398	1.14402	1.14302	1.14354	2038	0	9
2019.01.29	12:00:00	1.14353	1.14356	1.14209	1.14242	2111	0	9
2019.01.29	13:00:00	1.14242	1.14259	1.14180	1.14257	2287	0	9
2019.01.29	14:00:00	1.14254	1.14303	1.14129	1.14250	2623	0	9
2019.01.29	15:00:00	1.14248	1.14291	1.14107	1.14154	2713	0	9
2019.01.29	16:00:00	1.14154	1.14389	1.14136	1.14239	2689	0	9
2019.01.29	17:00:00	1.14239	1.14287	1.14197	1.14269	2131	0	9
2019.01.29	18:00:00	1.14273	1.14280	1.14216	1.14232	1819	0	9
2019.01.29	19:00:00	1.14233	1.14340	1.14232	1.14280	2489	0	5
2019.01.29	20:00:00	1.14280	1.14396	1.14255	1.14332	2814	0	3
2019.01.29	21:00:00	1.14331	1.14358	1.14294	1.14322	618	0	3
2019.01.29	22:00:00	1.14318	1.14350	1.14285	1.14347	899	0	9
2019.01.29	23:00:00	1.14348	1.14355	1.14315	1.14347	493	0	7
2019.01.30	00:00:00	1.14346	1.14378	1.14303	1.14344	846	0	8
2019.01.30	01:00:00	1.14343	1.14407	1.14277	1.14386	1804	0	8
2019.01.30	02:00:00	1.14387	1.14436	1.14363	1.14393	1286	0	7
2019.01.30	03:00:00	1.14393	1.14400	1.14358	1.14364	1198	0	7
2019.01.30	04:00:00	1.14363	1.14417	1.14348	1.14394	1093	0	7
2019.01.30	05:00:00	1.14395	1.14453	1.14371	1.14446	1071	0	4
2019.01.30	06:00:00	1.14445	1.14496	1.14324	1.14341	1613	0	5
2019.01.30	07:00:00	1.14345	1.14374	1.14270	1.14306	2380	0	9
2019.01.30	08:00:00	1.14308	1.14408	1.14238	1.14319	2516	0	9
2019.01.30	09:00:00	1.14316	1.14346	1.14258	1.14297	2019	0	9
2019.01.30	10:00:00	1.14296	1.14339	1.14271	1.14285	1641	0	9
2019.01.30	11:00:00	1.14285	1.14350	1.14214	1.14330	1752	0	9
2019.01.30	12:00:00	1.14328	1.14403	1.14297	1.14302	1979	0	9
2019.01.30	13:00:00	1.14304	1.14318	1.14215	1.14252	2435	0	9
2019.01.30	14:00:00	1.14251	1.14255	1.14057	1.14133	2676	0	9
2019.01.30	15:00:00	1.14132	1.14261	1.14111	1.14240	2345	0	9
2019.01.30	16:00:00	1.14242	1.14250	1.14147	1.14170	2122	0	9
2019.01.30	17:00:00	1.14168	1.14227	1.14126	1.14187	1772	0	9
2019.01.30	18:00:00	1.14188	1.14243	1.14134	1.14167	1798	0	9
2019.01.30	19:00:00	1.14172	1.15010	1.14172	1.14917	4829	0	5
2019.01.30	20:00:00	1.14921	1.14934	1.14758	1.14809	2909	0	5
2019.01.30	21:00:00	1.14804	1.14825	1.14753	1.14795	1464	0	3
2019.01.30	22:00:00	1.14791	1.14848	1.14774	1.14809	886	0	9
2019.01.30	23:00:00	1.14811	1.14883	1.14811	1.14850	457	0	6
2019.01.31	00:00:00	1.14850	1.14954	1.14839	1.14872	1084	0	8
2019.01.31	01:00:00	1.14873	1.14941	1.14870	1.14932	1602	0	7
2019.01.31	02:00:00	1.14930	1.15041	1.14913	1.15029	1586	0	7
2019.01.31	03:00:00	1.15030	1.15072	1.15006	1.15014	1359	0	7
2019.01.31	04:00:00	1.15013	1.15058	1.15002	1.15024	1049	0	7
2019.01.31	05:00:00	1.15023	1.15085	1.15018	1.15047	1231	0	5
2019.01.31	06:00:00	1.15046	1.15053	1.14969	1.15001	1507	0	5
2019.01.31	07:00:00	1.14999	1.15136	1.14945	1.14960	2501	0	9
2019.01.31	08:00:00	1.14956	1.15080	1.14852	1.14911	2639	0	9
2019.01.31	09:00:00	1.14910	1.14933	1.14825	1.14836	2552	0	9
2019.01.31	10:00:00	1.14837	1.14861	1.14711	1.14760	2627	0	9
2019.01.31	11:00:00	1.14759	1.14888	1.14752	1.14865	2250	0	9
2019.01.31	12:00:00	1.14865	1.14953	1.14845	1.14920	2338	0	9
2019.01.31	13:00:00	1.14922	1.14946	1.14838	1.14938	2688	0	9
2019.01.31	14:00:00	1.14940	1.14949	1.14765	1.14767	2697	0	9
2019.01.31	15:00:00	1.14767	1.14887	1.14710	1.14751	2512	0	9
2019.01.31	16:00:00	1.14748	1.14778	1.14457	1.14528	2972	0	9
2019.01.31	17:00:00	1.14528	1.14565	1.14352	1.14492	2363	0	9
2019.01.31	18:00:00	1.14493	1.14499	1.14415	1.14437	2112	0	9
2019.01.31	19:00:00	1.14436	1.14446	1.14392	1.14435	1901	0	5
2019.01.31	20:00:00	1.14438	1.14470	1.14395	1.14442	1962	0	5
2019.01.31	21:00:00	1.14444	1.14473	1.14444	1.14468	899	0	3
2019.01.31	22:00:00	1.14467	1.14475	1.14435	1.14452	698	0	8
2019.01.31	23:00:00	1.14455	1.14479	1.14445	1.14479	365	0	5
2019.02.01	00:00:00	1.14479	1.14497	1.14461	1.14478	629	0	7
2019.02.01	01:00:00	1.14478	1.14486	1.14372	1.14422	1648	0	7
2019.02.01	02:00:00	1.14422	1.14429	1.14375	1.14420	1589	0	7
2019.02.01	03:00:00	1.14421	1.14469	1.14403	1.14416	1335	0	7
2019.02.01	04:00:00	1.14417	1.14432	1.14378	1.14418	1128	0	8
2019.02.01	05:00:00	1.14418	1.14426	1.14342	1.14362	1141	0	5
2019.02.01	06:00:00	1.14363	1.14433	1.14345	1.14415	1235	0	5
2019.02.01	07:00:00	1.14416	1.14482	1.14396	1.14472	1737	0	9
2019.02.01	08:00:00	1.14471	1.14515	1.14419	1.14478	2084	0	9
2019.02.01	09:00:00	1.14478	1.14669	1.14449	1.14660	2450	0	9
2019.02.01	10:00:00	1.14661	1.14719	1.14649	1.14667	2042	0	9
2019.02.01	11:00:00	1.14666	1.14742	1.14646	1.14687	1887	0	9
2019.02.01	12:00:00	1.14690	1.14709	1.14641	1.14683	1998	0	9
2019.02.01	13:00:00	1.14682	1.14851	1.14530	1.14737	3343	0	9
2019.02.01	14:00:00	1.14734	1.14762	1.14655	1.14757	2711	0	9
2019.02.01	15:00:00	1.14713	1.14733	1.14470	1.14681	3029	0	9
2019.02.01	16:00:00	1.14681	1.14877	1.14657	1.14725	2509	0	9
2019.02.01	17:00:00	1.14725	1.14734	1.14668	1.14680	1812	0	9
2019.02.01	18:00:00	1.14680	1.14686	1.14588	1.14595	1834	0	9
2019.02.01	19:00:00	1.14597	1.14615	1.14546	1.14593	1772	0	5
2019.02.01	20:00:00	1.14595	1.14614	1.14576	1.14591	1553	0	5
2019.02.01	21:00:00	1.14589	1.14608	1.14527	1.14552	1170	0	4
2019.02.03	21:00:00	1.14506	1.14533	1.14460	1.14494	195	0	26
2019.02.03	22:00:00	1.14492	1.14558	1.14481	1.14556	906	0	14
2019.02.03	23:00:00	1.14547	1.14575	1.14543	1.14544	426	0	5
2019.02.04	00:00:00	1.14543	1.14595	1.14527	1.14551	843	0	6
2019.02.04	01:00:00	1.14551	1.14588	1.14536	1.14575	1228	0	7
2019.02.04	02:00:00	1.14578	1.14598	1.14524	1.14531	1076	0	8
2019.02.04	03:00:00	1.14531	1.14543	1.14460	1.14480	1274	0	7
2019.02.04	04:00:00	1.14480	1.14488	1.14408	1.14421	1390	0	7
2019.02.04	05:00:00	1.14421	1.14457	1.14421	1.14430	1102	0	4
2019.02.04	06:00:00	1.14430	1.14443	1.14388	1.14440	1207	0	5
2019.02.04	07:00:00	1.14438	1.14448	1.14374	1.14420	1702	0	9
2019.02.04	08:00:00	1.14419	1.14527	1.14381	1.14505	2306	0	9
2019.02.04	09:00:00	1.14503	1.14528	1.14435	1.14445	2136	0	9
2019.02.04	10:00:00	1.14448	1.14476	1.14401	1.14461	1831	0	9
2019.02.04	11:00:00	1.14460	1.14537	1.14445	1.14513	1792	0	9
2019.02.04	12:00:00	1.14512	1.14521	1.14410	1.14471	1918	0	9
2019.02.04	13:00:00	1.14471	1.14507	1.14424	1.14483	1898	0	9
2019.02.04	14:00:00	1.14484	1.14498	1.14243	1.14258	2229	0	9
2019.02.04	15:00:00	1.14258	1.14369	1.14250	1.14284	2608	0	9
2019.02.04	16:00:00	1.14282	1.14373	1.14240	1.14370	2129	0	9
2019.02.04	17:00:00	1.14371	1.14394	1.14291	1.14307	1799	0	9
2019.02.04	18:00:00	1.14307	1.14343	1.14260	1.14316	1658	0	9
2019.02.04	19:00:00	1.14318	1.14355	1.14302	1.14308	1654	0	5
2019.02.04	20:00:00	1.14309	1.14346	1.14309	1.14340	1587	0	5
2019.02.04	21:00:00	1.14340	1.14363	1.14333	1.14357	824	0	3
2019.02.04	22:00:00	1.14351	1.14364	1.14336	1.14353	757	0	8
2019.02.04	23:00:00	1.14352	1.14377	1.14344	1.14350	492	0	5
2019.02.05	00:00:00	1.14349	1.14389	1.14326	1.14354	862	0	5
2019.02.05	01:00:00	1.14353	1.14393	1.14349	1.14377	919	0	7
2019.02.05	02:00:00	1.14376	1.14399	1.14369	1.14388	857	0	7
2019.02.05	03:00:00	1.14387	1.14388	1.14316	1.14326	1151	0	8
2019.02.05	04:00:00	1.14326	1.14344	1.14301	1.14317	1292	0	7
2019.02.05	05:00:00	1.14318	1.14351	1.14305	1.14338	1138	0	5
2019.02.05	06:00:00	1.14337	1.14337	1.14279	1.14323	1063	0	5
2019.02.05	07:00:00	1.14320	1.14320	1.14206	1.14244	1507	0	9
2019.02.05	08:00:00	1.14242	1.14248	1.14109	1.14131	2106	0	9
2019.02.05	09:00:00	1.14130	1.14249	1.14130	1.14189	2104	0	9
2019.02.05	10:00:00	1.14186	1.14221	1.14161	1.14168	1618	0	9
2019.02.05	11:00:00	1.14167	1.14216	1.14120	1.14209	1774	0	9
2019.02.05	12:00:00	1.14209	1.14289	1.14184	1.14196	1887	0	9
2019.02.05	13:00:00	1.14199	1.14321	1.14163	1.14283	2224	0	9
2019.02.05	14:00:00	1.14284	1.14332	1.14105	1.14138	2188	0	9
2019.02.05	15:00:00	1.14142	1.14175	1.14040	1.14061	2502	0	9
2019.02.05	16:00:00	1.14062	1.14101	1.14000	1.14046	2147	0	9
2019.02.05	17:00:00	1.14047	1.14113	1.14010	1.14088	1592	0	9
2019.02.05	18:00:00	1.14090	1.14167	1.14090	1.14120	1611	0	9
2019.02.05	19:00:00	1.14123	1.14129	1.14088	1.14091	1656	0	5
2019.02.05	20:00:00	1.14091	1.14125	1.14083	1.14125	1669	0	5
2019.02.05	21:00:00	1.14126	1.14133	1.14006	1.14045	1178	0	3
2019.02.05	22:00:00	1.14035	1.14064	1.14021	1.14049	786	0	7
2019.02.05	23:00:00	1.14049	1.14087	1.14045	1.14086	422	0	4
2019.02.06	00:00:00	1.14086	1.14087	1.14032	1.14060	672	0	5
2019.02.06	01:00:00	1.14062	1.14067	1.13966	1.14007	1642	0	8
2019.02.06	02:00:00	1.14007	1.14054	1.13955	1.14026	1666	0	7
2019.02.06	03:00:00	1.14025	1.14025	1.13957	1.13979	1106	0	7
2019.02.06	04:00:00	1.13979	1.14013	1.13978	1.14008	1095	0	8
2019.02.06	05:00:00	1.14008	1.14020	1.13955	1.13965	919	0	5
2019.02.06	06:00:00	1.13963	1.13978	1.13863	1.13896	1405	0	5
2019.02.06	07:00:00	1.13894	1.13896	1.13788	1.13887	1903	0	9
2019.02.06	08:00:00	1.13886	1.13946	1.13816	1.13909	2156	0	9
2019.02.06	09:00:00	1.13907	1.13949	1.13876	1.13878	1851	0	9
2019.02.06	10:00:00	1.13878	1.13981	1.13866	1.13961	1774	0	9
2019.02.06	11:00:00	1.13962	1.13965	1.13825	1.13842	1767	0	9
2019.02.06	12:00:00	1.13839	1.13946	1.13832	1.13911	1738	0	9
2019.02.06	13:00:00	1.13912	1.13949	1.13857	1.13862	1949	0	9
2019.02.06	14:00:00	1.13862	1.13895	1.13810	1.13827	2304	0	9
2019.02.06	15:00:00	1.13826	1.13854	1.13745	1.13767	2266	0	9
2019.02.06	16:00:00	1.13766	1.13819	1.13742	1.13786	2041	0	9
2019.02.06	17:00:00	1.13787	1.13814	1.13739	1.13749	1552	0	9
2019.02.06	18:00:00	1.13749	1.13751	1.13637	1.13655	1849	0	9
2019.02.06	19:00:00	1.13657	1.13660	1.13617	1.13636	1896	0	5
2019.02.06	20:00:00	1.13636	1.13689	1.13626	1.13678	1755	0	4
2019.02.06	21:00:00	1.13679	1.13679	1.13606	1.13619	1086	0	3
2019.02.06	22:00:00	1.13617	1.13653	1.13591	1.13644	768	0	7
2019.02.06	23:00:00	1.13659	1.13680	1.13650	1.13655	469	0	4
2019.02.07	00:00:00	1.13655	1.13674	1.13636	1.13641	684	0	4
2019.02.07	01:00:00	1.13641	1.13647	1.13587	1.13603	1326	0	8
2019.02.07	02:00:00	1.13602	1.13624	1.13581	1.13603	1090	0	7
2019.02.07	03:00:00	1.13604	1.13610	1.13586	1.13593	802	0	7
2019.02.07	04:00:00	1.13593	1.13615	1.13558	1.13615	1012	0	8
2019.02.07	05:00:00	1.13616	1.13641	1.13591	1.13593	959	0	5
2019.02.07	06:00:00	1.13592	1.13660	1.13588	1.13657	1266	0	5
2019.02.07	07:00:00	1.13657	1.13657	1.13531	1.13538	1850	0	9
2019.02.07	08:00:00	1.13536	1.13565	1.13461	1.13547	1940	0	9
2019.02.07	09:00:00	1.13548	1.13549	1.13396	1.13444	1893	0	9
2019.02.07	10:00:00	1.13445	1.13458	1.13314	1.13359	2146	0	9
2019.02.07	11:00:00	1.13359	1.13364	1.13225	1.13278	2049	0	9
2019.02.07	12:00:00	1.13277	1.13438	1.13265	1.13438	2128	0	9
2019.02.07	13:00:00	1.13439	1.13475	1.13294	1.13303	2443	0	9
2019.02.07	14:00:00	1.13304	1.13511	1.13300	1.13461	2427	0	9
2019.02.07	15:00:00	1.13460	1.13585	1.13458	1.13555	2328	0	9
2019.02.07	16:00:00	1.13556	1.13585	1.13533	1.13557	2133	0	9
2019.02.07	17:00:00	1.13558	1.13594	1.13485	1.13485	1859	0	9
2019.02.07	18:00:00	1.13484	1.13554	1.13466	1.13526	1713	0	9
2019.02.07	19:00:00	1.13532	1.13538	1.13469	1.13490	2080	0	5
2019.02.07	20:00:00	1.13488	1.13530	1.13419	1.13419	1721	0	5
2019.02.07	21:00:00	1.13421	1.13458	1.13359	1.13388	1112	0	3
2019.02.07	22:00:00	1.13376	1.13426	1.13355	1.13424	794	0	6
2019.02.07	23:00:00	1.13425	1.13425	1.13373	1.13381	461	0	4
2019.02.08	00:00:00	1.13381	1.13402	1.13351	1.13400	907	0	4
2019.02.08	01:00:00	1.13399	1.13406	1.13364	1.13372	1048	0	7
2019.02.08	02:00:00	1.13371	1.13387	1.13352	1.13377	1155	0	7
2019.02.08	03:00:00	1.13375	1.13406	1.13373	1.13397	1044	0	7
2019.02.08	04:00:00	1.13399	1.13428	1.13389	1.13406	1123	0	8
2019.02.08	05:00:00	1.13407	1.13411	1.13378	1.13390	818	0	5
2019.02.08	06:00:00	1.13390	1.13403	1.13358	1.13379	1073	0	5
2019.02.08	07:00:00	1.13376	1.13423	1.13335	1.13395	1726	0	9
2019.02.08	08:00:00	1.13395	1.13395	1.13213	1.13316	2109	0	9
2019.02.08	09:00:00	1.13317	1.13319	1.13224	1.13251	1829	0	9
2019.02.08	10:00:00	1.13251	1.13393	1.13250	1.13374	1751	0	9
2019.02.08	11:00:00	1.13373	1.13431	1.13366	1.13387	1702	0	9
2019.02.08	12:00:00	1.13388	1.13468	1.13356	1.13468	1586	0	9
2019.02.08	13:00:00	1.13470	1.13503	1.13427	1.13463	1966	0	9
2019.02.08	14:00:00	1.13464	1.13484	1.13327	1.13373	2169	0	9
2019.02.08	15:00:00	1.13372	1.13410	1.13262	1.13278	2557	0	9
2019.02.08	16:00:00	1.13278	1.13308	1.13206	1.13253	2073	0	9
2019.02.08	17:00:00	1.13252	1.13323	1.13247	1.13290	1517	0	9
2019.02.08	18:00:00	1.13291	1.13305	1.13213	1.13241	1487	0	9
2019.02.08	19:00:00	1.13243	1.13265	1.13209	1.13225	1664	0	5
2019.02.08	20:00:00	1.13228	1.13242	1.13208	1.13219	1389	0	5
2019.02.08	21:00:00	1.13215	1.13247	1.13212	1.13217	956	0	3
2019.02.10	21:00:00	1.13216	1.13228	1.13148	1.13164	807	0	11
2019.02.10	22:00:00	1.13151	1.13197	1.13136	1.13183	1014	0	9
2019.02.10	23:00:00	1.13184	1.13244	1.13184	1.13237	423	0	3
2019.02.11	00:00:00	1.13237	1.13253	1.13224	1.13231	581	0	4
2019.02.11	01:00:00	1.13231	1.13273	1.13231	1.13270	1048	0	8
2019.02.11	02:00:00	1.13270	1.13273	1.13235	1.13240	979	0	7
2019.02.11	03:00:00	1.13241	1.13245	1.13183	1.13199	1105	0	7
2019.02.11	04:00:00	1.13198	1.13207	1.13178	1.13192	930	0	7
2019.02.11	05:00:00	1.13191	1.13240	1.13180	1.13238	793	0	5
2019.02.11	06:00:00	1.13239	1.13293	1.13225	1.13271	1128	0	5
2019.02.11	07:00:00	1.13271	1.13271	1.13160	1.13205	1679	0	9
2019.02.11	08:00:00	1.13207	1.13216	1.13076	1.13108	2199	0	9
2019.02.11	09:00:00	1.13109	1.13159	1.13014	1.13019	2080	0	9
2019.02.11	10:00:00	1.13019	1.13051	1.12962	1.13031	1893	0	9
2019.02.11	11:00:00	1.13035	1.13210	1.13032	1.13133	2060	0	9
2019.02.11	12:00:00	1.13132	1.13134	1.13027	1.13119	1820	0	9
2019.02.11	13:00:00	1.13120	1.13140	1.13050	1.13100	2147	0	9
2019.02.11	14:00:00	1.13099	1.13111	1.12819	1.12911	2381	0	9
2019.02.11	15:00:00	1.12911	1.13007	1.12719	1.12755	2316	0	9
2019.02.11	16:00:00	1.12754	1.12827	1.12742	1.12755	1881	0	9
2019.02.11	17:00:00	1.12755	1.12783	1.12685	1.12701	1563	0	9
2019.02.11	18:00:00	1.12700	1.12732	1.12668	1.12700	1514	0	9
2019.02.11	19:00:00	1.12703	1.12774	1.12695	1.12757	1633	0	4
2019.02.11	20:00:00	1.12757	1.12779	1.12743	1.12760	1766	0	5
2019.02.11	21:00:00	1.12761	1.12770	1.12739	1.12753	946	0	3
2019.02.11	22:00:00	1.12749	1.12774	1.12736	1.12768	599	0	6
2019.02.11	23:00:00	1.12769	1.12788	1.12744	1.12785	390	0	3
2019.02.12	00:00:00	1.12783	1.12791	1.12722	1.12755	829	0	3
2019.02.12	01:00:00	1.12756	1.12823	1.12735	1.12818	1668	0	7
2019.02.12	02:00:00	1.12819	1.12846	1.12780	1.12833	1372	0	7
2019.02.12	03:00:00	1.12832	1.12833	1.12787	1.12800	1176	0	7
2019.02.12	04:00:00	1.12801	1.12802	1.12754	1.12757	940	0	7
2019.02.12	05:00:00	1.12757	1.12811	1.12745	1.12790	1116	0	5
2019.02.12	06:00:00	1.12788	1.12850	1.12781	1.12838	1263	0	5
2019.02.12	07:00:00	1.12835	1.12872	1.12782	1.12846	1732	0	9
2019.02.12	08:00:00	1.12847	1.12897	1.12571	1.12654	2333	0	9
2019.02.12	09:00:00	1.12653	1.12757	1.12619	1.12738	1753	0	9
2019.02.12	10:00:00	1.12738	1.12857	1.12724	1.12855	1650	0	9
2019.02.12	11:00:00	1.12854	1.12854	1.12737	1.12821	1538	0	9
2019.02.12	12:00:00	1.12821	1.12947	1.12797	1.12888	2046	0	9
2019.02.12	13:00:00	1.12887	1.12967	1.12881	1.12921	2093	0	9
2019.02.12	14:00:00	1.12920	1.13029	1.12896	1.12943	2122	0	9
2019.02.12	15:00:00	1.12942	1.12989	1.12868	1.12981	2031	0	9
2019.02.12	16:00:00	1.12983	1.13212	1.12980	1.13150	2323	0	9
2019.02.12	17:00:00	1.13151	1.13219	1.13126	1.13193	1768	0	9
2019.02.12	18:00:00	1.13192	1.13391	1.13190	1.13306	2173	0	9
2019.02.12	19:00:00	1.13307	1.13359	1.13301	1.13316	1726	0	4
2019.02.12	20:00:00	1.13317	1.13349	1.13290	1.13313	1590	0	5
2019.02.12	21:00:00	1.13312	1.13325	1.13254	1.13254	911	0	3
2019.02.12	22:00:00	1.13247	1.13289	1.13240	1.13285	902	0	8
2019.02.12	23:00:00	1.13288	1.13374	1.13285	1.13335	522	0	3
2019.02.13	00:00:00	1.13336	1.13351	1.13269	1.13274	788	0	3
2019.02.13	01:00:00	1.13274	1.13361	1.13273	1.13348	1868	0	7
2019.02.13	02:00:00	1.13347	1.13380	1.13331	1.13354	1463	0	7
2019.02.13	03:00:00	1.13353	1.13411	1.13346	1.13400	1249	0	7
2019.02.13	04:00:00	1.13400	1.13401	1.13356	1.13364	1016	0	7
2019.02.13	05:00:00	1.13364	1.13391	1.13340	1.13379	1090	0	5
2019.02.13	06:00:00	1.13377	1.13384	1.13290	1.13320	1355	0	5
2019.02.13	07:00:00	1.13318	1.13330	1.13186	1.13193	1754	0	9
2019.02.13	08:00:00	1.13192	1.13275	1.13124	1.13270	1839	0	9
2019.02.13	09:00:00	1.13271	1.13336	1.13201	1.13201	1782	0	9
