<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.06.04	1.12453	1.12768	1.12262	1.12533	26595	0	8
2019.06.05	1.12534	1.13038	1.12192	1.12282	27822	0	8
2019.06.06	1.12281	1.13078	1.12032	1.12752	26865	0	8
2019.06.07	1.12753	1.13469	1.12509	1.13324	22692	0	8
2019.06.09	1.13213	1.13280	1.13139	1.13186	1384	0	8
2019.06.10	1.13187	1.13238	1.12893	1.13176	19797	0	8
2019.06.11	1.13178	1.13370	1.13012	1.13289	22700	0	8
2019.06.12	1.13290	1.13428	1.12825	1.12922	22988	0	8
2019.06.13	1.12922	1.13033	1.12678	1.12792	21209	0	8
2019.06.14	1.12790	1.12886	1.12016	1.12085	23897	0	8
2019.06.16	1.12086	1.12168	1.12078	1.12152	1622	0	10
2019.06.17	1.12151	1.12462	1.12033	1.12233	18947	0	10
2019.06.18	1.12234	1.12423	1.11810	1.11976	30754	0	10
2019.06.19	1.11976	1.12536	1.11868	1.12354	28158	0	10
2019.06.20	1.12354	1.13165	1.12348	1.12940	33124	0	10
2019.06.21	1.12939	1.13772	1.12827	1.13687	30400	0	10
2019.06.23	1.13676	1.13846	1.13646	1.13846	2019	0	10
2019.06.24	1.13846	1.14029	1.13721	1.13989	24768	0	10
2019.06.25	1.13989	1.14115	1.13440	1.13678	33592	0	10
2019.06.26	1.13678	1.13904	1.13472	1.13729	29000	0	10
2019.06.27	1.13730	1.13809	1.13474	1.13707	26114	0	10
2019.06.28	1.13709	1.13929	1.13504	1.13692	24921	0	10
2019.06.30	1.13579	1.13706	1.13579	1.13597	1583	0	10
2019.07.01	1.13597	1.13635	1.12791	1.12865	28513	0	10
2019.07.02	1.12865	1.13188	1.12743	1.12902	25162	0	10
2019.07.03	1.12902	1.13103	1.12682	1.12869	23824	0	10
2019.07.04	1.12869	1.12946	1.12728	1.12849	12255	0	10
2019.07.05	1.12849	1.12857	1.12070	1.12249	22383	0	10
2019.07.07	1.12213	1.12283	1.12210	1.12263	942	0	10
2019.07.08	1.12263	1.12339	1.12068	1.12147	17682	0	10
2019.07.09	1.12147	1.12183	1.11931	1.12040	18218	0	10
2019.07.10	1.12039	1.12634	1.12014	1.12579	25448	0	10
2019.07.11	1.12580	1.12854	1.12449	1.12492	25858	0	10
2019.07.12	1.12493	1.12744	1.12379	1.12702	21082	0	10
2019.07.14	1.12654	1.12740	1.12621	1.12707	1073	0	10
2019.07.15	1.12707	1.12834	1.12534	1.12594	17541	0	10
2019.07.16	1.12595	1.12630	1.12015	1.12116	21235	0	10
2019.07.17	1.12114	1.12330	1.11990	1.12268	18274	0	10
2019.07.18	1.12268	1.12810	1.12049	1.12606	28017	0	10
2019.07.19	1.12606	1.12678	1.12031	1.12201	23547	0	10
2019.07.21	1.12114	1.12184	1.12113	1.12172	1061	0	10
2019.07.22	1.12172	1.12246	1.12036	1.12041	18561	0	10
2019.07.23	1.12040	1.12077	1.11455	1.11505	19466	0	10
2019.07.24	1.11505	1.11553	1.11268	1.11416	20656	0	10
2019.07.25	1.11416	1.11873	1.11011	1.11446	29604	0	10
2019.07.26	1.11446	1.11504	1.11117	1.11271	19353	0	10
2019.07.28	1.11216	1.11321	1.11212	1.11292	734	0	10
2019.07.29	1.11292	1.11504	1.11127	1.11419	16775	0	10
2019.07.30	1.11419	1.11604	1.11318	1.11565	21055	0	10
2019.07.31	1.11565	1.11615	1.10598	1.10712	33934	0	10
2019.08.01	1.10713	1.10950	1.10266	1.10786	37378	0	10
2019.08.02	1.10785	1.11159	1.10696	1.11065	35378	0	10
2019.08.04	1.11037	1.11102	1.11037	1.11073	1132	0	10
2019.08.05	1.11073	1.12446	1.11062	1.12416	36996	0	10
2019.08.06	1.12414	1.12490	1.11672	1.12049	33694	0	10
2019.08.07	1.12049	1.12412	1.11790	1.12037	39702	0	10
2019.08.08	1.12036	1.12285	1.11763	1.11858	33328	0	10
2019.08.09	1.11858	1.12224	1.11830	1.11999	24455	0	10
2019.08.11	1.11973	1.12076	1.11963	1.12070	941	0	10
2019.08.12	1.12069	1.12300	1.11617	1.12157	24789	0	10
2019.08.13	1.12157	1.12279	1.11681	1.11761	32234	0	10
2019.08.14	1.11761	1.11903	1.11303	1.11425	29318	0	10
2019.08.15	1.11425	1.11580	1.10911	1.11100	33361	0	10
2019.08.16	1.11102	1.11109	1.10660	1.10894	23793	0	10
2019.08.18	1.10896	1.10999	1.10889	1.10918	1324	0	10
2019.08.19	1.10917	1.11131	1.10756	1.10812	19362	0	10
2019.08.20	1.10813	1.11062	1.10655	1.10967	20814	0	10
2019.08.21	1.10967	1.11066	1.10806	1.10900	18545	0	10
2019.08.22	1.10900	1.11126	1.10632	1.10833	25281	0	10
2019.08.23	1.10833	1.11525	1.10514	1.11392	30001	0	10
2019.08.25	1.11447	1.11612	1.11389	1.11429	2528	0	10
2019.08.26	1.11430	1.11524	1.10939	1.11011	31055	0	10
2019.08.27	1.11011	1.11154	1.10855	1.10891	23295	0	10
2019.08.28	1.10891	1.10974	1.10729	1.10851	22956	0	10
2019.08.29	1.10851	1.10869	1.10417	1.10587	23093	0	10
2019.08.30	1.10587	1.10595	1.09629	1.09902	25232	0	10
2019.09.01	1.09856	1.09946	1.09816	1.09901	1511	0	10
2019.09.02	1.09899	1.09927	1.09574	1.09639	16027	0	10
2019.09.03	1.09639	1.09782	1.09258	1.09723	28827	0	10
2019.09.04	1.09722	1.10378	1.09713	1.10344	25507	0	10
2019.09.05	1.10344	1.10830	1.10156	1.10335	27881	0	10
2019.09.06	1.10335	1.10562	1.10199	1.10267	25693	0	10
2019.09.08	1.10239	1.10272	1.10175	1.10199	777	0	10
2019.09.09	1.10198	1.10676	1.10138	1.10467	22043	0	10
2019.09.10	1.10467	1.10590	1.10302	1.10496	21973	0	10
2019.09.11	1.10497	1.10550	1.09848	1.10131	21856	0	10
2019.09.12	1.10131	1.10856	1.09251	1.10557	42248	0	10
2019.09.13	1.10557	1.11089	1.10557	1.10740	26521	0	10
2019.09.15	1.10730	1.10855	1.10682	1.10827	1961	0	10
2019.09.16	1.10827	1.10839	1.09931	1.10028	25258	0	10
2019.09.17	1.10028	1.10748	1.09900	1.10734	27344	0	10
2019.09.18	1.10734	1.10742	1.10137	1.10282	28837	0	10
2019.09.19	1.10282	1.10730	1.10226	1.10444	27553	0	10
2019.09.20	1.10442	1.10670	1.09961	1.10188	24152	0	10
2019.09.22	1.10101	1.10195	1.10100	1.10182	1026	0	10
2019.09.23	1.10182	1.10247	1.09663	1.09935	24854	0	10
2019.09.24	1.09934	1.10236	1.09826	1.10127	24927	0	10
2019.09.25	1.10127	1.10161	1.09371	1.09510	25739	0	10
2019.09.26	1.09508	1.09665	1.09086	1.09219	25348	0	10
2019.09.27	1.09219	1.09579	1.09046	1.09411	23423	0	10
2019.09.29	1.09383	1.09452	1.09362	1.09419	1036	0	10
2019.09.30	1.09418	1.09470	1.08841	1.08989	22833	0	10
2019.10.01	1.08989	1.09420	1.08787	1.09335	28546	0	10
2019.10.02	1.09336	1.09630	1.09036	1.09600	24323	0	10
2019.10.03	1.09600	1.09987	1.09407	1.09740	27821	0	10
2019.10.04	1.09741	1.09970	1.09568	1.09778	24667	0	10
2019.10.06	1.09779	1.09834	1.09730	1.09829	889	0	10
2019.10.07	1.09828	1.09996	1.09616	1.09711	21009	0	10
2019.10.08	1.09711	1.09953	1.09408	1.09594	27155	0	10
2019.10.09	1.09594	1.09896	1.09544	1.09839	22013	0	10
2019.10.10	1.09838	1.10333	1.09794	1.10103	29132	0	10
2019.10.11	1.10103	1.10621	1.10007	1.10366	31921	0	10
2019.10.13	1.10290	1.10360	1.10248	1.10276	1377	0	10
2019.10.14	1.10277	1.10420	1.10125	1.10255	20346	0	10
2019.10.15	1.10255	1.10456	1.09909	1.10341	29082	0	10
2019.10.16	1.10340	1.10849	1.10226	1.10734	29870	0	10
2019.10.17	1.10735	1.11372	1.10649	1.11243	30002	0	10
2019.10.18	1.11243	1.11704	1.11143	1.11693	20800	0	10
2019.10.20	1.11612	1.11622	1.11482	1.11554	1421	0	10
2019.10.21	1.11554	1.11785	1.11385	1.11512	18371	0	10
2019.10.22	1.11512	1.11563	1.11178	1.11285	21592	0	10
2019.10.23	1.11286	1.11395	1.11058	1.11317	17558	0	10
2019.10.24	1.11317	1.11622	1.10927	1.11031	23321	0	10
2019.10.25	1.11031	1.11225	1.10726	1.10797	15659	0	10
2019.10.27	1.10761	1.10836	1.10757	1.10836	1299	0	10
2019.10.28	1.10836	1.11060	1.10758	1.10982	16188	0	10
2019.10.29	1.10981	1.11179	1.10731	1.11117	18708	0	10
2019.10.30	1.11117	1.11549	1.10799	1.11518	25476	0	10
2019.10.31	1.11519	1.11749	1.11312	1.11557	25356	0	10
2019.11.01	1.11557	1.11713	1.11280	1.11649	21226	0	10
2019.11.03	1.11653	1.11667	1.11612	1.11657	670	0	10
2019.11.04	1.11657	1.11748	1.11196	1.11275	19090	0	10
2019.11.05	1.11276	1.11395	1.10631	1.10736	24179	0	10
2019.11.06	1.10736	1.10923	1.10636	1.10696	19351	0	10
2019.11.07	1.10696	1.10910	1.10357	1.10519	25971	0	10
2019.11.08	1.10519	1.10549	1.10163	1.10210	18333	0	10
2019.11.10	1.10175	1.10221	1.10161	1.10216	412	0	10
2019.11.11	1.10216	1.10424	1.10161	1.10343	14546	0	10
2019.11.12	1.10343	1.10381	1.10022	1.10116	19044	0	10
2019.11.13	1.10116	1.10197	1.09950	1.10092	19994	0	10
2019.11.14	1.10092	1.10268	1.09888	1.10193	18475	0	10
2019.11.15	1.10193	1.10563	1.10142	1.10542	14782	0	10
2019.11.17	1.10462	1.10540	1.10462	1.10536	633	0	10
2019.11.18	1.10535	1.10894	1.10531	1.10718	15617	0	10
2019.11.19	1.10718	1.10834	1.10623	1.10776	15273	0	10
2019.11.20	1.10776	1.10808	1.10527	1.10770	18090	0	10
2019.11.21	1.10773	1.10964	1.10520	1.10652	17334	0	10
2019.11.22	1.10652	1.10858	1.10142	1.10222	17780	0	10
2019.11.24	1.10137	1.10221	1.10137	1.10221	684	0	10
2019.11.25	1.10222	1.10317	1.10033	1.10101	17121	0	10
2019.11.26	1.10101	1.10251	1.10068	1.10217	16768	0	10
2019.11.27	1.10217	1.10217	1.09919	1.10044	16693	0	10
2019.11.28	1.10046	1.10172	1.10001	1.10107	11660	0	10
2019.11.29	1.10108	1.10277	1.09807	1.10155	15019	0	10
2019.12.01	1.10207	1.10207	1.10160	1.10179	554	0	10
2019.12.02	1.10179	1.10893	1.10026	1.10756	18369	0	10
2019.12.03	1.10756	1.10927	1.10655	1.10815	17694	0	10
2019.12.04	1.10814	1.11155	1.10664	1.10822	20718	0	10
2019.12.05	1.10822	1.11075	1.10791	1.11038	16885	0	10
2019.12.06	1.11036	1.11090	1.10395	1.10594	16008	0	10
2019.12.08	1.10547	1.10595	1.10534	1.10580	925	0	10
2019.12.09	1.10578	1.10774	1.10530	1.10639	13125	0	10
2019.12.10	1.10639	1.10971	1.10626	1.10920	15625	0	10
2019.12.11	1.10919	1.11444	1.10698	1.11322	19531	0	9
2019.12.12	1.11322	1.11946	1.11027	1.11828	26130	0	9
2019.12.13	1.11829	1.11854	1.11116	1.11162	29149	0	10
2019.12.15	1.11249	1.11280	1.11219	1.11237	895	0	10
2019.12.16	1.11238	1.11576	1.11226	1.11348	18389	0	10
2019.12.17	1.11351	1.11739	1.11290	1.11508	19469	0	10
2019.12.18	1.11509	1.11509	1.11101	1.11150	17319	0	10
2019.12.19	1.11150	1.11435	1.11070	1.11228	19105	0	10
2019.12.20	1.11228	1.11231	1.10660	1.10767	15796	0	10
2019.12.22	1.10788	1.10794	1.10746	1.10789	652	0	10
2019.12.23	1.10796	1.10953	1.10696	1.10915	15368	0	10
2019.12.24	1.10916	1.10934	1.10689	1.10872	11252	0	10
2019.12.26	1.10896	1.11086	1.10819	1.10996	6971	0	10
2019.12.27	1.11004	1.11877	1.10984	1.11757	19219	0	10
2019.12.29	1.11736	1.11829	1.11706	1.11810	1232	0	10
2019.12.30	1.11809	1.12202	1.11802	1.12011	20319	0	10
2019.12.31	1.12010	1.12385	1.11983	1.12286	15848	0	10
2020.01.02	1.12179	1.12241	1.11632	1.11704	19943	0	10
2020.01.03	1.11704	1.11793	1.11246	1.11610	22164	0	10
2020.01.05	1.11616	1.11661	1.11562	1.11597	799	0	25
2020.01.06	1.11600	1.12050	1.11568	1.11950	18722	0	10
2020.01.07	1.11950	1.11966	1.11332	1.11524	22488	0	10
2020.01.08	1.11533	1.11677	1.11014	1.11124	26927	0	10
2020.01.09	1.11125	1.11200	1.10925	1.11086	19106	0	10
2020.01.10	1.11088	1.11286	1.10848	1.11208	18004	0	10
2020.01.12	1.11145	1.11175	1.11120	1.11158	492	0	10
2020.01.13	1.11158	1.11464	1.11122	1.11342	16252	0	10
2020.01.14	1.11341	1.11440	1.11038	1.11272	18824	0	10
2020.01.15	1.11272	1.11628	1.11182	1.11519	17043	0	10
2020.01.16	1.11520	1.11719	1.11276	1.11366	17582	0	10
2020.01.17	1.11366	1.11421	1.10859	1.10923	15869	0	10
2020.01.19	1.10896	1.10940	1.10869	1.10940	587	0	10
2020.01.20	1.10941	1.11018	1.10764	1.10958	11399	0	10
2020.01.21	1.10958	1.11174	1.10785	1.10847	17234	0	10
2020.01.22	1.10847	1.10978	1.10697	1.10952	16969	0	10
2020.01.23	1.10953	1.11081	1.10360	1.10538	21180	0	10
2020.01.24	1.10545	1.10608	1.10194	1.10274	17070	0	10
2020.01.26	1.10279	1.10332	1.10235	1.10238	1285	0	10
2020.01.27	1.10240	1.10371	1.10093	1.10190	15433	0	10
2020.01.28	1.10190	1.10246	1.09976	1.10217	14171	0	10
2020.01.29	1.10217	1.10272	1.09920	1.10134	15203	0	10
2020.01.30	1.10133	1.10387	1.10065	1.10284	16492	0	10
2020.01.31	1.10283	1.10911	1.10165	1.10903	17155	0	10
2020.02.02	1.10895	1.10901	1.10800	1.10887	944	0	10
2020.02.03	1.10887	1.10887	1.10357	1.10618	17301	0	10
2020.02.04	1.10619	1.10636	1.10325	1.10443	16094	0	10
2020.02.05	1.10443	1.10473	1.09932	1.09998	16218	0	10
2020.02.06	1.09999	1.10133	1.09641	1.09804	14949	0	10
2020.02.07	1.09804	1.09845	1.09416	1.09470	17404	0	10
2020.02.09	1.09398	1.09498	1.09397	1.09488	569	0	10
2020.02.10	1.09488	1.09570	1.09073	1.09098	14163	0	10
2020.02.11	1.09098	1.09242	1.08909	1.09185	15842	0	10
2020.02.12	1.09185	1.09251	1.08651	1.08740	17001	0	10
2020.02.13	1.08748	1.08882	1.08337	1.08411	16983	0	10
2020.02.14	1.08410	1.08607	1.08271	1.08368	14920	0	10
2020.02.16	1.08385	1.08411	1.08336	1.08408	777	0	10
2020.02.17	1.08408	1.08504	1.08282	1.08363	11157	0	10
2020.02.18	1.08363	1.08368	1.07853	1.07945	18821	0	10
2020.02.19	1.07945	1.08113	1.07819	1.08093	17347	0	10
2020.02.20	1.08093	1.08204	1.07773	1.07873	21799	0	10
2020.02.21	1.07872	1.08629	1.07868	1.08474	20726	0	10
2020.02.23	1.08214	1.08398	1.08214	1.08380	1276	0	10
2020.02.24	1.08381	1.08715	1.08049	1.08485	26760	0	10
2020.02.25	1.08483	1.08896	1.08300	1.08783	27422	0	10
2020.02.26	1.08790	1.09081	1.08547	1.08847	30237	0	10
2020.02.27	1.08856	1.10057	1.08845	1.09955	36238	0	10
2020.02.28	1.09958	1.10524	1.09506	1.10255	43509	0	10
2020.03.01	1.10411	1.10709	1.10370	1.10515	1769	0	10
2020.03.02	1.10513	1.11839	1.10359	1.11429	50730	0	10
2020.03.03	1.11435	1.12124	1.10950	1.11763	54213	0	10
2020.03.04	1.11762	1.11869	1.10953	1.11377	38836	0	10
2020.03.05	1.11378	1.12443	1.11192	1.12217	38005	0	10
2020.03.06	1.12220	1.13542	1.12113	1.12889	66057	0	10
2020.03.08	1.13423	1.13959	1.13333	1.13873	5764	0	10
2020.03.09	1.13873	1.14960	1.13557	1.13988	124990	0	10
2020.03.10	1.13988	1.14247	1.12747	1.13136	94373	0	10
2020.03.11	1.13136	1.13661	1.12496	1.12609	65623	0	10
2020.03.12	1.12609	1.13329	1.10550	1.11822	123339	0	10
2020.03.13	1.11822	1.12208	1.10548	1.11024	89942	0	10
2020.03.15	1.11221	1.11936	1.11221	1.11572	22979	0	10
2020.03.16	1.11571	1.12362	1.10852	1.11632	117225	0	10
2020.03.17	1.11631	1.11887	1.09547	1.10159	92924	0	10
2020.03.18	1.10161	1.10447	1.08017	1.09437	110492	0	10
2020.03.19	1.09439	1.09488	1.06530	1.06545	159956	0	10
2020.03.20	1.06544	1.08304	1.06374	1.06893	136683	0	10
2020.03.22	1.07021	1.07031	1.06335	1.06887	6789	0	10
2020.03.23	1.06887	1.08276	1.06580	1.07634	118070	0	10
2020.03.24	1.07632	1.08874	1.07456	1.07979	94973	0	10
2020.03.25	1.07980	1.08934	1.07594	1.08882	79816	0	10
2020.03.26	1.08882	1.10582	1.08743	1.10472	82628	0	10
2020.03.27	1.10473	1.11468	1.09531	1.11364	79043	0	10
2020.03.29	1.11170	1.11438	1.11037	1.11362	3307	0	10
2020.03.30	1.11361	1.11380	1.10097	1.10286	66598	0	10
2020.03.31	1.10286	1.10423	1.09263	1.10255	75394	0	10
2020.04.01	1.10257	1.10357	1.09025	1.09510	57795	0	10
2020.04.02	1.09510	1.09639	1.08203	1.08457	58882	0	10
2020.04.03	1.08455	1.08548	1.07725	1.08005	48108	0	10
2020.04.05	1.08112	1.08186	1.08005	1.08051	3420	0	10
2020.04.06	1.08050	1.08347	1.07680	1.07985	46857	0	10
2020.04.07	1.07985	1.09255	1.07901	1.08933	46292	0	5
2020.04.08	1.08932	1.08964	1.08297	1.08594	43161	0	8
2020.04.09	1.08595	1.09513	1.08407	1.09210	46913	0	8
2020.04.10	1.09216	1.09504	1.09171	1.09314	30032	0	24
2020.04.12	1.09376	1.09391	1.09302	1.09312	1872	0	8
2020.04.13	1.09312	1.09674	1.08924	1.09195	28842	0	8
2020.04.14	1.09193	1.09884	1.09148	1.09833	37644	0	8
2020.04.15	1.09831	1.09868	1.08565	1.09033	37928	0	8
2020.04.16	1.09033	1.09068	1.08163	1.08584	68073	0	10
2020.04.17	1.08584	1.08921	1.08117	1.08704	59492	0	10
2020.04.19	1.08672	1.08722	1.08623	1.08634	1863	0	10
2020.04.20	1.08633	1.08961	1.08408	1.08634	48397	0	10
2020.04.21	1.08634	1.08797	1.08163	1.08560	58691	0	10
2020.04.22	1.08560	1.08846	1.08027	1.08058	47017	0	10
2020.04.23	1.08058	1.08461	1.07556	1.07741	71661	0	10
2020.04.24	1.07740	1.08284	1.07267	1.08218	56701	0	10
2020.04.26	1.08182	1.08209	1.08118	1.08205	1458	0	10
2020.04.27	1.08205	1.08596	1.08109	1.08240	48645	0	10
2020.04.28	1.08239	1.08880	1.08093	1.08322	51329	0	10
2020.04.29	1.08322	1.08850	1.08305	1.08770	52591	0	10
2020.04.30	1.08768	1.09721	1.08326	1.09445	78518	0	10
2020.05.01	1.09445	1.10182	1.09342	1.09781	47762	0	10
2020.05.03	1.09695	1.09700	1.09502	1.09603	2304	0	10
2020.05.04	1.09604	1.09605	1.09246	1.09422	8631	0	10
